,track_id,track_name,track_artist,lyrics,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language
10,00hdjyXt6MohKnCyDmhxOL,Una Vaina Loca,Fuego,Fuego Uoh uoh uoh La musiica del futuroo Yeah!! Una vaina loca Que me lleva ala gloria Nunca he sentido nada como eto en mi vida Ella me descontrola Cuando estamos a solas Cuando yo siento eso es una vaina ratata Todas las noche ella me desea Contigo yo lo hago donde sea Se muere porque quiere que la pege a la pared Le gustan los tigueres que son juguetones Quiere que le cambie de posiciones Y le gusta y disfruta duro quiere que le de Una vaina loca Que me lleva a la gloria Nunca he sentido nada como eto en mi vida Ella me descontrola Cuando estamos a solas Cuando yo siento eso es una vaina ratata Diablo que buena tu ta con tu pum-pum-pum Yo voy a darte por tu pum-pum-pum Cuando te choco mami tum-tum-tum Si lo hacemos en mi carro acemos brum-brum-brum Llevo mi tanque full Ella quiere que baje pal sur Y grita wou-wou-wou Con actitud Shory voy a darte luz Una vaina loca Que me lleva ala gloria Nunca he sentido nada como eto en mi vida Ella me descontrola Cuando estamos a solas Cuando yo siento eso es una vaina ratata Una vaina loca (tu me tiene loco mami) Locaa (tu sabe) Nadie como ella en mi vida (el manbo bacano) Me descontrola (soy yo) Cuando estamos a solas (F-u-e-g-o...Fuego) Es una baina ratata (yah) Todas las noche ella me desea Contigo yo lo hago donde sea Se muere porque quiere que la pege a la pared Le gustan los tigueres que son juguetones Quiere que le cambie de posiciones Y le gusta y disfruta duro quiere que le de Una vaina loca Que me lleva ala gloria Nunca he sentido nada como eto en mi vida Ella me descontrola Cuando estamos a solas Cuando yo siento eso es una vaina ratata,1,01nV3KuocS1NJHTsJbPkTO,Una Vaina Loca,2011-11-02,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.794,0.882,1,-5.589,1,0.0361,0.114,7.979999999999999e-05,0.062,0.642,117.009,188213,es
11,00HIh9mVUQQAycsQiciWsh,Limestone,Magic City Hippies,"How many friends are you gonna set on fire? How many hearts are gonna end in flames? How many nights are you gonna play vampire Writing a book of crossed out names? I don't want to be alone Thinking about, thinking about the days I don't want to be alone Thinking about the days That you, you were running after me You, you were all the I could see How many lives are you gonna let expire? How many sparks of love have died in vain? How many nights will it take till you grow tired Hunting for the one that got away? I don't want to be alone Thinking about, thinking about the days I don't want to be alone Thinking about the days That you, you were running after me You, you were all the I could see Never never gonna make a home Sitting on a skull mountain throne Limestone, you'll be digging up, digging up the graves Limestone, you'll be digging up the graves That you, you were running after me You, and Louis Michelle Chablis You, you were all that I could see You, were light dancing on the sea",58,7mtoEwzZYBqG8JYItxcccG,Hippie Castle EP,2015-07-24,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.706,0.457,4,-9.359,1,0.0383,0.282,0.00849,0.0614,0.723,78.014,209165,en
12,00i0O74dXdaKKdCrqHnfXm,La Mordidita,Ricky Martin,"Ihhh-yo! Ihhh-ye! Sonó la campana y el fin de semana se deja ver (Sha-la-la, la-la-la) Vestido, de traje, lujuria salvaje bajo mi piel Si Dios puso la manzana fue para morder Ay, Dios! Pequemo' abrazaditos hasta el amanecer Llego la fiesta, pa' tu boquita Toda la noche, todito el día Vamo' a bañarnos en la orillita Que la marea está pica'ita-ita-ita Una mordidita, una mordidita Una mordidita, de tu boquita Una mordidita, una mordidita Una mordidita, de tu boquita Tus labios, mis dientes Bocado crujiente, rico pastel Fuego en tus pupilas, tu cuerpo destila tequila y miel Si Dios puso la manzana fue para morder Ay, Dios! Pequemo' abrazaditos hasta el amanecer Llego la fiesta, pa' tu boquita Toda la noche, todito el día Vamo' a bañarnos en la orillita Que la marea está pica'ita-ita-ita Una mordidita, una mordidita Una mordidita, de tu boquita Una mordidita, una mordidita Una mordidita, de tu boquita Quiero pensar, que no eres real Me parece natural, letal, así te pones a bailar No te pones freno cuando te pones a sudar Vamo' a lo low, para sentir tu flow Pa' enseñarte niña, pa' llamar la atención Te mantiene en tensión, sin bajar la presión El sudor tiene cura pa' frenar la tensión Dé-ja-me moderte, estoy vampiro bien demente Dé-ja-me moderte, te lo juro y si la gente Dé-ja-me moderte, bien despacito y búscame Dé-ja-me moderte, amarradito bien demente Llego la fiesta, pa' tu boquita Toda la noche, todito el día Vamo' a bañarnos en la orillita Que la marea está pica'ita-ita-ita Una mordidita, una mordidita Una mordidita, de tu boquita Una mordidita, una mordidita Una mordidita Está pica'ita-ita-ita Está pica'ita-ita-ita Llego la fiesta, pa' tu boquita Toda la noche, todito el día Vamo' a bañarnos en la orillita Que la marea está pica'ita-ita-ita Ihhh-yo! Ihhh-ye! Sonó la campana y el fin de semana se deja ver (Sha-la-la, la-la-la) Vestido, de traje, lujuria salvaje bajo mi piel Si Dios puso la manzana fue para morder Ay, Dios! Pequemo' abrazaditos hasta el amanecer Llego la fiesta, pa' tu boquita Toda la noche, todito el día Vamo' a bañarnos en la orillita Que la marea está pica'ita-ita-ita Una mordidita, una mordidita Una mordidita, de tu boquita Una mordidita, una mordidita Una mordidita, de tu boquita Tus labios, mis dientes Bocado crujiente, rico pastel Fuego en tus pupilas, tu cuerpo destila tequila y miel Si Dios puso la manzana fue para morder Ay, Dios! Pequemo' abrazaditos hasta el amanecer Llego la fiesta, pa' tu boquita Toda la noche, todito el día Vamo' a bañarnos en la orillita Que la marea está pica'ita-ita-ita Una mordidita, una mordidita Una mordidita, de tu boquita Una mordidita, una mordidita Una mordidita, de tu boquita Quiero pensar, que no eres real Me parece natural, letal, así te pones a bailar No te pones freno cuando te pones a sudar Vamo' a lo low, para sentir tu flow Pa' enseñarte niña, pa' llamar la atención Te mantiene en tensión, sin bajar la presión El sudor tiene cura pa' frenar la tensión Dé-ja-me moderte, estoy vampiro bien demente Dé-ja-me moderte, te lo juro y si la gente Dé-ja-me moderte, bien despacito y búscame Dé-ja-me moderte, amarradito bien demente Llego la fiesta, pa' tu boquita Toda la noche, todito el día Vamo' a bañarnos en la orillita Que la marea está pica'ita-ita-ita Una mordidita, una mordidita Una mordidita, de tu boquita Una mordidita, una mordidita Una mordidita Está pica'ita-ita-ita Está pica'ita-ita-ita Llego la fiesta, pa' tu boquita Toda la noche, todito el día Vamo' a bañarnos en la orillita Que la marea está pica'ita-ita-ita",69,375cUd86z58eqXN2yW3Do9,A Quien Quiera Escuchar (Deluxe Edition),2015-02-10,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.725,0.903,0,-2.955,1,0.0658,0.0344,0.0,0.183,0.946,142.006,211680,es
13,00i2HU7TEzzftShjRrDSEF,Changes,2Pac,"I see no changes, wake up in the morning and I ask myself Is life worth livin'? Should I blast myself? I'm tired of bein' poor and, even worse, I'm black My stomach hurts so I'm lookin' for a purse to snatch Cops give a damn about a negro Pull the trigger, kill a nigga, he's a hero""Give the crack to the kids, who the hell cares? One less hungry mouth on the welfare!""First ship 'em dope and let 'em deal to brothers Give 'em guns, step back, watch 'em kill each other""It's time to fight back,"" that's what Huey said Two shots in the dark, now Huey's dead I got love for my brother But we can never go nowhere unless we share with each other We gotta start makin' changes Learn to see me as a brother instead of two distant strangers And that's how it's supposed to be How can the Devil take a brother if he's close to me? I'd love to go back to when we played as kids But things change… and that's the way it is That's just the way it is Things'll never be the same That's just the way it is, aww yeah That's just the way it is Things'll never be the same That's just the way it is, aww yeah I see no changes, all I see is racist faces Misplaced hate makes disgrace to races We under, I wonder what it takes to make this One better place, let's erase the wasted Take the evil out the people, they'll be actin' right‘Cause both black and white are smokin' crack tonight And the only time we chill is when we kill each other It takes skill to be real, time to heal each other And although it seems heaven-sent We ain't ready to see a black president It ain't a secret, don't conceal the fact The penitentiary's packed and it's filled with blacks But some things will never change Try to show another way but you stayin' in the dope game Now tell me, what's a mother to do? Bein' real don't appeal to the brother in you You gotta operate the easy way ""I made a G today,"" but you made it in a sleazy way Sellin' crack to the kids ""I gotta get paid!"" — well hey, but that's the way it is That's just the way it is Things'll never be the same That's just the way it is, aww yeah That's just the way it is Things'll never be the same That's just the way it is, aww yeah We gotta make a change It's time for us as a people to start makin' some changes Let's change the way we eat Let's change the way we live And let's change the way we treat each other You see the old way wasn't workin' So it's on us to do what we gotta do to survive And still I see no changes; can't a brother get a little peace? It's war on the streets and a war in the Middle East Instead of war on poverty They got a war on drugs so the police can bother me And I ain't never did a crime I ain't have to do But now I'm back with the facts, givin' it back to you Don't let 'em jack you up, back you up Crack you up and pimp-smack you up You gotta learn to hold your own They get jealous when they see you with your mobile phone But tell the cops they can't touch this I don't trust this, when they try to rush I bust this That's the sound of my tool You say it ain't cool, my mama didn't raise no fool And as long as I stay black, I gotta stay strapped And I never get to lay back ‘Cause I always got to worry 'bout the payback Some buck that I roughed up way back Comin' back after all these years""Rat-a-tat-tat-tat-tat,"" that's the way it is That's just the way it is Things'll never be the same That's just the way it is, aww yeah (You're my brother, you're my sister) That's just the way it is Things'll never be the same That's just the way it is, aww yeah Some things'll never change",72,4Y9ISbppFbwk0r1XCLUi0I,The Best of 2Pac - Pt. 1: Thug,2007-01-01,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.865,0.657,7,-6.722,1,0.076,0.0404,0.0,0.14,0.316,111.115,268960,en
14,00Ia46AgCNfnXjzgH8PIKH,Latina (feat. Maluma),Reykon,"NA (Uh, ah, uh) Reykon, ey (Ah, oh) Maluma Mamacita (Ooh) Esto es pa' vos Dijiste que te llevara al cielo sin salir de la habitación Me recompensabas, te hice salir de tu zona de confort De ti sólo me diste una probada Yo inocente ando esperando tu llamada Y no llegaba (Alright, alright) Tú ere' más bella, más fina, qué latina más dura (Dura, dura) Probarte fue mi cura (Jajaja) Qué tremenda cintura, wow-wuoh, oh-oh-oh-oh Más bella, más fina, hay más feelin', más dura y más bella (Más bella) Yo te llevé a las estrellas Tú me dejaste en la luna (Uh, uh-uh) ¿Quiere' má', ma'? ¿Quiere' flama? Sólo llama Porque quiere' más duro Ay, qué divina cintura (Mamacita)¿Quiere' má', ma'? ¿Quiere' flama? Sólo llama Porque quiere' más duro (Duro, duro) Hasta que se caiga la luna Yo soy Reykon El Líder, ¡ah! Es que ella tiene un movimiento diferente (Eh) Como Romeo le haré una propuesta indecente (Eh) El problema está en que me conteste (Eh) Y repitamo' lo que hicimo' el vierne' Toda la semana tú y yo en mi cama No te haga' la que no cree', yo sé qué te trama' Con una probada quedó enamorada Y amanecimos como Becky, sin pijama (¡Wuh! Yo soy Reykon El Líder, ah) Qué tú ere' más bella, más fina, qué latina más dura (Dura, dura) Probarte fue mi cura (Tú sabe') Ay, qué tremenda cintura, uh, uh-uh Es más bella, más fina, hay más feelin', más dura y más bella (Baby) Te llevé a las estrellas Tú me dejaste en la luna, wow-wuoh, oh-oh-oh-oh ¿Quiere' má', ma'? ¿Quiere' flama? Sólo llama Porque quiere' más duro (Dile) Ay, qué tremenda cintura (Mamacita)¿Quiere' má', ma'? ¿Quiere' flama? Sólo llama Porque quiere' más duro Hasta que se caiga la luna Maluma, baby, dice Es que a ninguna monto en el Ferrari, mami Mira, no he vuelto a salir de party (Sabe') Prefiero mi cama con tu body Viendo Netflix y fumando mari (Dile) Es que contigo todo se siente má' rico (Jaja) Empezando, ma', por tus besitos Tú cumple' con to' los requisitos Si no has entendido te lo explico Dijiste que te llevara al cielo sin salir de la habitación Me recompensabas, te hice salir de tu zona de confort De ti sólo me diste una probada Yo inocente ando esperando tu llamada Y no llegaba (Dice) Tú-Tú-Tú ere' más bella, más fina, qué latina más dura (Dura, dura) Probarte fue mi cura (Cura) Ay, qué tremenda cintura, uh, uh-uh Es más bella, más fina, hay más feelin', más dura y más bella (Baby) Te llevé a las estrellas Tú me dejaste en la luna, wow-wuoh, oh-oh-oh-oh Soy Reykon El Líder, ey-ey, que no se te olvide Reykon Con mi Maluma, baby Alright, alright Maluma, baby El envida'o pa'l mundo entero, pa' que sepa' Black Angels El Kénsel Tenso Beats Dice Chez Tom, Chez Tom, Chez Tom (Díselo Chez) Che-Chez Tom Parcero, poniendo a bailar to'a las mamacitas (Pretty boy, dirty boy, ey) Reykon y Maluma Lo que todos querían, lo que todos esperaban Reykon (Yo te llevé a las estrellas) Maluma (Tú me dejaste en la luna) Dame un call, baby I love you (Uh, uh-uh)",74,0S3696V7LiaqAJ3DKChAdL,Latina (feat. Maluma),2019-05-31,LATIN POP 2020 🔥 Pop latino actual,2kKzN3kRYDzBctlaWs7CP2,latin,latin pop,0.826,0.713,9,-4.017,0,0.129,0.0748,0.0,0.331,0.75,102.071,226739,es
15,00ITtxUozN0vifE2uYvtqn,Let Me Entertain You - Remastered 2011,Queen,"Hey, it's a sellout! Hey! Let me welcome you, ladies and gentlemen I would like to say hello Are you ready for some entertainment? Are you ready for a show? Gonna rock you, gonna to roll you, get you dancing in the aisles Jazz you, razzamatazz you with a little bit of style C'mon, let me entertain you Let me entertain you Let me entertain you Let me entertain you I've come here to sell you my body I can show you some good merchandise I'll pull you and I'll pill you, I'll Cruella DeVille you And to thrill you, I'll use any device Ah, ha ha ha ha... We'll give you crazy performance We'll give you grounds for divorce We'll give you piece de resistance And a tour de force, of course! We found the right location Got a lot of pretty lights The sound and amplification, listen, hey!If you need a fix, if you want a high, Stickells'll see to that With Elektra and EMI, we'll show you where it's at So c'mon, let me entertain you Let me entertain you Let me entertain you Let me entertain you NA Just take a look at the menu We give you rock a la carte We'll breakfast at Tiffany'sWe'll sing to you in Japanese We're only here to entertain you If you wanna see some action, you get nothing but the best The S and M attraction, we've got the pleasure chest Chicago down to New Orleans, we get you on the line If you dig the New York scene We'll have a son-of-a-bitch-of-a-time Come on, let me entertain Let me entertain Let me entertain you Through the night NA Hey, where's my backstage pass? That was a bit of a riot, yeah? Good - great one, outrageous costume! Hey, that Brian May, he's outta sight, man! Not many, not many... no, it's true! Woah, what is up with that? Funny... I always wanted to be a groupie! Oh man, I could give less of a shit if you wanted... C'mon! Oh, oh!",41,2yuTRGIackbcReLUXOYBqU,Jazz (2011 Remaster),1978-11-10,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,0.521,0.902,11,-4.8260000000000005,0,0.197,0.0164,0.00105,0.737,0.5920000000000001,104.708,181693,en
16,00LfFm08VWeZwB0Zlm24AT,Suga Suga,Baby Bash,"So tight, so fly You got me lifted, you got me lifted You got me lifted shifted higher than a ceiling And ooh wee it's the ultimate feeling You got me lifted feeling so gifted Sugar how you get so fly? Suga suga how you get so fly? Suga suga how you get so fly? Suga suga how you get so fly? Suga suga how you get so fly? You know it's leather when we ride We're flinging rawhide Doing what we do, watching screens getting high Gurl you keep it so fly with you sweet hunnybuns You was there when the money was gone You'll be there when the money comes Off top I can't lie I love to get blowed You my lil'sugar, I'm yo little chulo And every time we kick it it's off to the groovy Treat you like my sticky ickey or my sweet oowy goowy (fa real though) You got me lifted shifted higher than a ceiling And ooh wee it's the ultimate feeling You got me lifted feeling so gifted Sugar how you get so fly? Suga suga how you get so fly? Suga suga how you get so fly? Suga suga how you get so fly? Suga suga how you get so fly? Now I ain't worried about a thang cause I just hit me a lick I got a fat sack and a superfly chick There ain't nothing you can say to a playa Cause doowop, she fly like the planes in the air That's right she's full grown setting the wrong tone I'm digging the energy and I'm loving the o-zone So fly like a dove so fly like a raven Quick to politic with some fly conversation In a natural mood then I'm a natural dude And we some natural fools blowing out by the pool She like my sexy-cool mama with blades on her berata Rockin' Dolce Gabbana (Italian) with highdrows and a Cubana You got me lifted shifted higher than a ceiling And ooh wee it's the ultimate feeling You got me lifted feeling so gifted Sugar how you get so fly? Suga suga how you get so fly? Suga suga how you get so fly? Suga suga how you get so fly? Suga suga how you get so fly? You know it's leather when we ride We're flinging rawhide Doing what we do, watching screens getting high Gurl you keep it so fly with you sweet hunnybuns You was there when the money was gone You'll be there when the money comes You know it's leather when we ride We're flinging rawhide Doing what we do, watching screens getting high Gurl you keep it so fly with you sweet hunnybuns You was there when the money was gone You'll be there when the money comes (fa real though) You got me lifted shifted higher than a ceiling And ooh wee it's the ultimate feeling You got me lifted feeling so gifted Sugar how you get so fly? Suga suga how you get so fly? Suga suga how you get so fly? Suga suga how you get so fly? Suga suga how you get so fly? So high like I'm a star So high like I'm a star So high like I'm a star So high like I'm a star Azucar",8,2bAkYizbM1rMbOUHpfAV9z,Tha Smokin' Nephew,2003-01-01,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,0.662,0.748,5,-3.0410000000000004,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,239027,en
17,00lNx0OcTJrS3MKHcB80HY,You Don't Know Me - Radio Edit,Jax Jones,"Ooh, na-na, yeah Don't act like you know me, like you know me, na-na, yeah I am not your homie, not your ho— Ooh, na-na, yeah Don't act like you know me, like you know me, na-na, yeah You don't know me What you-what you gon' do? Oh, yeah, time is money so don't fuck with mine See I'm out with my girls, I'ma have a good time Step back with your chit-chat, killin' my vibe Oh, oh, woah, oh, ah See, I can't get too much of a good thing, mmm S'why me a dressed up in the finest things, woah Please hold your tongue, don't say a damn thing See your iPhone camera flashin' Please step back, it's my style you're crampin' ""You here for long?"" ""Oh no, I'm just passin'"" ""Do you wanna drink?"" ""Nah, thanks for askin'"" Ooh, na-na, yeah Don't act like you know me, like you know me, na-na, yeah I am not your homie, not your ho— Ooh, na-na, yeah Don't act like you know me, like you know me, na-na, yeah You don't know me, fuck yeah Ooh, na-na, yeah Don't act like you know me, like you know me, na-na, yeah I am not your homie, not your ho— Ooh, na-na, yeah Don't act like you know me, like you know me, na-na, yeah You don't know me, fuck yeah I mean, we could throw shapes together But it doesn't mean you're in my circle, yeah Cruise through life and I'm feelin' on track If you can't keep up, then you better fall back, uh 'Cause money look better when I see it all stacked up Ooh-ooh-ooh-ooh See, I can't get too much of a good thing, mmm S'why me a dressed up in the finest things, woah Please hold your tongue, don't say a damn thing See your iPhone camera flashin' Please step back, it's my style you're crampin' ""You here for long?"" ""Oh no, I'm just passin'"" ""Do you wanna drink?"" ""Nah, thanks for askin'"" Ooh, na-na, yeah Don't act like you know me, like you know me, na-na, yeah I am not your homie, not your ho— Ooh, na-na, yeah Don't act like you know me, like you know me, na-na, yeah You don't know me, fuck yeah Ooh, na-na, yeah Don't act like you know me, like you know me, na-na, yeah I am not your homie, not your ho— Ooh, na-na, yeah Don't act like you know me, like you know me, na-na, yeah You don't know me, fuck yeah Come 'round here, just know though Won't get what you want, what you want, what you want, want Tell you what you don't know I get what I want, what I want, what I want, want See your iPhone camera flashin' Please step back, it's my style you're crampin' ""You here for long?"" ""Oh no, I'm just passin'"" ""Do you wanna drink?"" ""Nah, thanks for askin'"" Ooh, na-na, yeah Don't act like you know me, like you know me, na-na, yeah I am not your homie, not your ho— Ooh, na-na, yeah Don't act like you know me, like you know me, na-na, yeah You don't know me, fuck yeah You don't know me, fuck yeah",14,4eYnvtB4sTtfGr0903YMn4,You Don't Know Me,2016-12-09,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.8759999999999999,0.669,11,-6.053999999999999,0,0.138,0.163,0.0,0.185,0.682,124.007,213947,en
18,00NAQYOP4AmWR549nnYJZu,Secrets,The Weeknd,"Everybody here wants you My love, my love And I know that you want 'em too My love, my love I ask you what your heart desires My love, my love You tell me I'm the only one My love, my love It's a lie, a lie I catch you every time In your lies, your lies Every time you close your eyes I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk, talkin', talkin' I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk, talkin', talkin' You told me not to worry 'bout Those guys, those guys You told me that you left it all behind Behind It's a lie, a lie I catch you every time In your lies, your lies Every time you close your eyes I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk, talkin', talkin' I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk, talkin', talkin' Wipe the... Lies from your eyes I see that you're not mine I can see the lust in your eyes You can't hide it You can't be the one I realize, we're divided I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk, talkin', talkin' I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk, talkin', talkin'",71,2ODvWsOgouMbaA5xf0RkJe,Starboy,2016-11-25,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.665,0.7709999999999999,0,-5.779,1,0.0533,0.0155,9.6e-06,0.46,0.764,109.945,265600,en
19,00nvL9u5K8jEJ6TSxGdtPK,Me Enamoré,Jay Wheeler,"NA Yeah-yeah, yeih ""La Voz Favorita"", baby, -y Hola, ¿qué tal? ¿cómo tú estás? No quisiera molestarte, pero tuve que llamarte Sé que quizás no lo esperabas Pero tengo que confesarte que me muero por besarte Me tienes loco y no lo puedo negar Y cuando me miras no sé cómo reaccionar Cambiaste todo, no puedo ni pensar Me tuve que desahogar, no vayas a cambiar Me enamoré, sí, me enamoré Entre tantos corazones en el tuyo me quedé Y me enamoré, sí, me enamoré Y no pude evitarlo, por más que lo intenté Me enamoré, me enamoré, yeih, yeih (Oh-oh, oh, oh, oh) Me enamoré, me enamoré, ah-ah-ah-ah, ah-ah-ah-ah Sé que te cuesta confiar, culpas tu pasado No quieres volver a empezar por todo lo que has llorado Pensando que todos son igual no quieres perder tu tiempo No sé si me vas a ignorar por decirte lo que siento Ya no voy a callar, no Si me permites, contigo me quedo (Yeah) Tengo que aceptarlo Trato de no pensarte, pero ya no puedo Me enamoré, sí, me enamoré Entre tantos corazones en el tuyo me quedé Y me enamoré, sí, me enamoré Y no pude evitarlo, por más que lo intenté Imaginando que te tengo aquí, quisiera que digas que sí ¿Qué puedo hacer si siempre te extraño? No sé en lo que me convertí, pero cuando te vi Siento que todo cambió Estoy enamorado y no lo niego, yeah Si tú no estás me siento ciego Olvidarte yo no puedo Tú tienes todo lo que quiero Me enamoré, sí, me enamoré (Yeah-yeah, yeah-yeah) Me enamoré, sí, me enamoré Y no pude evitarlo, por más que lo intenté (Yeah-yeah, yeah-yeah; nah) ""La Voz Favorita"", baby",62,2Xz6s5xkP24hNqWCWHSsww,Platónico,2019-11-28,Latin Pop Rising,37i9dQZF1DX8womvTyUjrN,latin,latin pop,0.495,0.357,11,-7.555,1,0.0439,0.968,0.00104,0.118,0.456,179.74,253830,es
20,00OKDIsSQbx8rd5Al7fKNw,"Stand Out - From ""How to Build a Better Boy""",Sabrina Carpenter,"Don't sweat all the little things Just keep your eye on the bigger things Cause if you look a little closer You're gonna get a bigger picture Your heart beats like a marching drum It's telling you to keep on walking on And you gotta find a little fire Shine your light a little brighter You and I were meant to fly like rockets in the night! Keep your head up Shoot the clouds down Throw it all in Break your own ground And if you're gonna make a mess, make it loud And if you're gonna take a stand, stand out Life is our game We can go play Shake up the rules Don't be afraid And if you're gonna make a mess, make it loud And if you're gonna take a stand, stand out Stand out Oh, oh, oh, oh Stand out Oh, oh, oh, oh Stand out Oh, oh, oh, oh Stand out Oh, oh, oh, oh Stand out Jump on to the roller coaster Up-up, now we're getting closer We can be the silver lining For every treasure that is hiding We're coming on like the speed of light, yeah ""Boom-boom"", it's like dynamite We're gonna start a revolution Don't stop, keep movin' You and I were meant to fly like rockets in the night! Keep your head up Shoot the clouds down Throw it all in Break your own ground And if you're gonna make a mess, make it loud And if you're gonna take a stand, stand out Life is our game We can go play Shake up the rules Don't be afraid And if you're gonna make a mess, make it loud And if you're gonna take a stand, stand out Stand out! Oh, oh, oh, oh Stand out! Oh, oh, oh, oh Stand out! Oh, oh, oh, oh Stand out! Stand out! Oh, oh, oh, oh Stand out! Oh, oh, oh, oh Stand out! Oh, oh, oh, oh Stand out! Be the voice Be the cause Be the change Be yourself That's the best you can be You and I were meant to fly like rockets in the night Keep your head up Shoot the clouds down Throw it all in Break your own ground And if you're gonna make a mess, make it loud And if you're gonna take a stand, stand out Life is our game We can go play Shake up the rules Don't be afraid And if you're gonna make a mess, make it loud (make it loud!) And if you're gonna take a stand, stand out Stand out! Oh, oh, oh, oh (yeah) Stand out! Oh, oh, oh, oh (stand out!) Stand out! Oh, oh, oh, oh Stand out! Oh, oh, oh, oh Stand out! Oh, oh, oh, oh Stand out! Oh, oh, oh, oh Stand out! Oh, oh, oh, oh Stand out!",33,3cfTPG7l0IBjJh7MVBqNdx,"Stand Out (From ""How to Build a Better Boy"")",2014-08-12,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.414,0.8059999999999999,7,-2.892,1,0.0665,0.00792,9.33e-05,0.0488,0.77,96.044,208827,en
21,00p85inzGeXRXgqDVn7Ftq,Laps,Zotiyac,"I'mma make your CXRPSE dance Ugh, hop in that Jag, do the dash I shoot a nigga then laugh Bitch, don't talk to me if you ain't on that Un-add her off of the Snap, and just act like I am off of the map Bitch know I'm sick and I'm coughin' off gas, ACP coffin yo' ass Ugh, I could of fucked in the car but I crashed Hope the Allstate come fast I got good hands but a bitch get smacked Tell that hoe, ""don't talk back"" Uh, and Toker got caught with the Walther I'm all about the action like I'm Paul Walker I'm smokin' on diesel and headed to spirit And this shit so loud, bet a deaf nigga hear it Where is you from, cous', I'm definitely curious And don't even ask, I'm definitely serious Death can be quick if you test the clique, period Put metal inside of that boy like a piercin' We don't be at the court hearings We got them poles so we don't get no clearance You can tell by my appearance Fuck with my brothers, then I'm interfering I'm still the shooter when I'm the one steerin' Heist poppin' out with the sawed-off smearin' Don't give no fuck about what a bitch hearin' I piss 'em off like urine Intimidation, but who is we fearin'? You send the shooters and we sendin' em back Clean up the mess and deliver a pack And he ran when we shot, so we sent you his back SK get in, knock the skin off your back Burner, it ring, melt the ink off your tats My teacher told me I stink, it's the pack I don't even know why I bring it to class You niggas pussy, I think it's a fact Hit up his block and then swing the whip back You need to drop her, she be in the trap When I am done, I will bring the bitch back Haha, hey, ayy, Hop in that Jag, do the dash I drop an opp and then laugh Bitch, don't talk to me if you can't do math (heh) Unfollow that ho so fast, after I crack her, I block her and pass And plus the head was so wack, after I did it I ain't even feel bad I got the racks, I just don't shop at Saks, nigga He wanna front, .40 blow out your back, nigga Knock off your hat, nigga, I double tap niggas Jesus might love you, but you won't come back, nigga You shouldn't have lacked, nigga This XD Compact, nigga, it turn your ass to a pack, nigga Smoke you for stress, kill your ass and relax, nigga Mopstick it exterminate rat niggas (ayy) Glocks hit if you turnin' your back on me That would be stupid, just show me some class nigga DE, hit the dash and the glass fall Nigga tried to hop out, quickdraw, blast-off In the cut with the cutter like a buzzsaw I'm a buzzkill, clips get you cut off You ain't fuckin' on bro, well then, fuck off You ain't totin' no pole, nigga, don't talk",36,3JPejWmP5LweCgQ2xHgYjV,Laps,2018-11-16,Rap Party 24/7 Radio / Gangsta Rap,4sGnz2x5tbHE2YlW1nemfb,rap,gangster rap,0.7559999999999999,0.453,8,-9.965,1,0.318,0.0039,0.0,0.632,0.114,140.132,144380,en
